target_id,account_id,dt,target_definition,recommended_channel,strategy_version,prior_broken_ptp,payment_id,payment_dt,amount,paid_7d
TGT0042227,ACC0019585,2026-03-04,PROMISE_BROKEN,VOICE,v2,False,,,,False
TGT0023443,ACC0011996,2026-03-04,NPA,VOICE,v1,False,,,,False
TGT0008816,ACC0013369,2026-03-04,HIGH_RISK,FIELD,legacy,True,,,,False
TGT0020669,ACC0001314,2026-03-04,PROMISE_BROKEN,VOICE,v3,False,,,,False
TGT0043605,ACC0027363,2026-03-04,DPD>=60,SMS,v3,False,,,,False
TGT0014786,ACC0004805,2026-03-04,HIGH_RISK,VOICE,v3,False,,,,False
TGT0030621,ACC0009536,2026-03-04,HIGH_RISK,VOICE,v2,False,,,,False
TGT0001389,ACC0000900,2026-03-04,PROMISE_BROKEN,SMS,v3,False,,,,False
TGT0017204,ACC0016511,2026-03-04,DPD>=30,FIELD,legacy,False,,,,False
TGT0041545,ACC0017359,2026-03-04,DPD>=30,SMS,legacy,False,,,,False
TGT0013444,ACC0014055,2026-03-04,HIGH_RISK,WHATSAPP,legacy,False,,,,False
TGT0030940,ACC0010166,2026-03-04,HIGH_RISK,FIELD,v1,False,,,,False
TGT0012319,ACC0010060,2026-03-04,NPA,WHATSAPP,v3,False,,,,False
TGT0022296,ACC0012556,2026-03-04,DPD>=60,SMS,v3,False,,,,False
TGT0041449,ACC0019342,2026-03-04,HIGH_RISK,FIELD,v1,False,,,,False
TGT0029348,ACC0028988,2026-03-04,DPD>=60,FIELD,v2,False,,,,False
TGT0010173,ACC0009156,2026-03-04,HIGH_RISK,VOICE,v1,False,,,,False
TGT0027956,ACC0006026,2026-03-04,PROMISE_BROKEN,WHATSAPP,v3,False,,,,False
TGT0034280,ACC0029603,2026-03-04,PROMISE_BROKEN,FIELD,legacy,False,,,,False
TGT0005717,ACC0010192,2026-03-04,DPD>=60,WHATSAPP,legacy,False,,,,False
TGT0031916,ACC0006651,2026-03-04,DPD>=30,FIELD,legacy,False,PAYMENT0004875,2026-03-05 06:04:57,114040.35,True
TGT0012652,ACC0018444,2026-03-04,NPA,VOICE,v1,False,,,,False
TGT0008899,ACC0024016,2026-03-04,HIGH_RISK,WHATSAPP,v3,False,,,,False
TGT0005430,ACC0007530,2026-03-04,HIGH_RISK,SMS,v1,False,,,,False
TGT0033707,ACC0021959,2026-03-04,HIGH_RISK,VOICE,v2,False,,,,False
TGT0019196,ACC0012200,2026-03-04,DPD>=60,SMS,v2,False,,,,False
TGT0006955,ACC0001055,2026-03-04,DPD>=30,SMS,v1,False,,,,False
TGT0017457,ACC0028187,2026-03-04,DPD>=60,SMS,v3,False,,,,False
TGT0023526,ACC0009277,2026-03-04,PROMISE_BROKEN,WHATSAPP,legacy,False,,,,False
TGT0036915,ACC0018358,2026-03-04,DPD>=60,WHATSAPP,v2,False,,,,False
TGT0003285,ACC0008375,2026-03-04,HIGH_RISK,SMS,legacy,False,,,,False
TGT0013943,ACC0006673,2026-03-04,PROMISE_BROKEN,VOICE,v3,False,,,,False
TGT0012698,ACC0000148,2026-03-04,PROMISE_BROKEN,VOICE,v1,True,,,,False
TGT0028376,ACC0000025,2026-03-04,HIGH_RISK,FIELD,v2,False,,,,False
TGT0026158,ACC0006662,2026-03-04,PROMISE_BROKEN,SMS,v1,False,,,,False
TGT0000735,ACC0020426,2026-03-04,DPD>=60,SMS,v3,False,,,,False
TGT0019070,ACC0029788,2026-03-04,HIGH_RISK,VOICE,v1,False,,,,False
TGT0036868,ACC0012612,2026-03-04,DPD>=60,FIELD,v3,False,,,,False
TGT0042627,ACC0001672,2026-03-04,HIGH_RISK,VOICE,legacy,False,,,,False
TGT0001943,ACC0012310,2026-03-04,NPA,VOICE,legacy,False,,,,False
TGT0008259,ACC0000723,2026-03-04,DPD>=30,WHATSAPP,v2,False,,,,False
TGT0041564,ACC0001748,2026-03-04,DPD>=30,WHATSAPP,v3,False,,,,False
TGT0006882,ACC0018333,2026-03-04,DPD>=30,SMS,v1,False,,,,False
TGT0003382,ACC0013726,2026-03-04,DPD>=60,SMS,v3,False,,,,False
TGT0043373,ACC0026623,2026-03-04,PROMISE_BROKEN,WHATSAPP,v2,False,,,,False
TGT0020630,ACC0019880,2026-03-04,HIGH_RISK,SMS,v1,False,,,,False
TGT0011643,ACC0008127,2026-03-04,PROMISE_BROKEN,FIELD,legacy,False,,,,False
TGT0017752,ACC0023865,2026-03-04,DPD>=60,WHATSAPP,v2,True,,,,False
TGT0003355,ACC0026773,2026-03-04,DPD>=60,WHATSAPP,v3,False,,,,False
TGT0001474,ACC0005113,2026-03-04,HIGH_RISK,SMS,v3,False,,,,False
TGT0003775,ACC0002662,2026-03-04,PROMISE_BROKEN,FIELD,legacy,False,,,,False
TGT0023356,ACC0001896,2026-03-04,DPD>=60,WHATSAPP,v1,False,,,,False
TGT0026137,ACC0020799,2026-03-04,HIGH_RISK,FIELD,legacy,False,,,,False
TGT0010727,ACC0012982,2026-03-04,PROMISE_BROKEN,WHATSAPP,v2,False,,,,False
TGT0040871,ACC0013122,2026-03-04,DPD>=60,FIELD,legacy,False,,,,False
TGT0001603,ACC0006487,2026-03-04,PROMISE_BROKEN,VOICE,v1,False,,,,False
TGT0013458,ACC0021103,2026-03-04,DPD>=60,VOICE,legacy,False,,,,False
TGT0044028,ACC0008269,2026-03-04,DPD>=30,VOICE,legacy,False,,,,False
TGT0033264,ACC0021541,2026-03-04,DPD>=60,FIELD,v3,False,,,,False
TGT0026227,ACC0012100,2026-03-04,PROMISE_BROKEN,VOICE,v3,False,,,,False
TGT0030341,ACC0019631,2026-03-04,DPD>=60,WHATSAPP,v2,False,,,,False
TGT0011987,ACC0029311,2026-03-04,HIGH_RISK,VOICE,v2,False,,,,False
TGT0034775,ACC0018934,2026-03-04,HIGH_RISK,VOICE,v2,False,,,,False
TGT0022469,ACC0000486,2026-03-04,DPD>=60,VOICE,legacy,False,,,,False
TGT0011597,ACC0020901,2026-03-04,DPD>=30,SMS,v3,False,,,,False
TGT0031073,ACC0015156,2026-03-04,HIGH_RISK,VOICE,v1,False,,,,False
TGT0034808,ACC0003914,2026-03-04,PROMISE_BROKEN,FIELD,v1,False,,,,False
TGT0036701,ACC0002283,2026-03-04,PROMISE_BROKEN,VOICE,legacy,False,PAYMENT0011463,2026-03-04 10:33:59,18075.48,True
TGT0020918,ACC0000723,2026-03-04,PROMISE_BROKEN,WHATSAPP,v3,False,,,,False
TGT0019960,ACC0028212,2026-03-04,PROMISE_BROKEN,WHATSAPP,v2,False,,,,False
TGT0030423,ACC0001238,2026-03-04,DPD>=60,FIELD,v3,False,,,,False
TGT0037277,ACC0016386,2026-03-04,DPD>=30,SMS,v2,False,,,,False
TGT0005296,ACC0018953,2026-03-04,HIGH_RISK,VOICE,v3,False,,,,False
TGT0030461,ACC0010622,2026-03-04,NPA,WHATSAPP,v3,True,,,,False
TGT0025016,ACC0013537,2026-03-04,PROMISE_BROKEN,VOICE,legacy,False,,,,False
TGT0009055,ACC0005692,2026-03-04,HIGH_RISK,SMS,legacy,False,PAYMENT0022986,2026-03-09 19:39:11,21430.92,True
TGT0018991,ACC0003262,2026-03-04,DPD>=60,WHATSAPP,v3,False,,,,False
TGT0042384,ACC0004854,2026-03-04,HIGH_RISK,SMS,v1,False,,,,False
TGT0007235,ACC0003102,2026-03-04,HIGH_RISK,FIELD,v3,True,,,,False
TGT0001347,ACC0012386,2026-03-04,PROMISE_BROKEN,SMS,v3,False,,,,False
TGT0034995,ACC0014723,2026-03-04,PROMISE_BROKEN,VOICE,v3,False,,,,False
TGT0022619,ACC0010103,2026-03-04,HIGH_RISK,FIELD,v1,False,,,,False
TGT0004698,ACC0009776,2026-03-04,DPD>=30,SMS,legacy,False,,,,False
TGT0013122,ACC0007047,2026-03-04,DPD>=60,VOICE,legacy,False,,,,False
TGT0017906,ACC0012729,2026-03-04,DPD>=60,WHATSAPP,v1,False,,,,False
TGT0021854,ACC0028728,2026-03-04,PROMISE_BROKEN,VOICE,v2,False,,,,False
TGT0030624,ACC0000731,2026-03-04,PROMISE_BROKEN,SMS,legacy,False,,,,False
TGT0027397,ACC0013773,2026-03-04,DPD>=60,FIELD,v1,True,,,,False
TGT0025979,ACC0018735,2026-03-04,DPD>=60,WHATSAPP,v3,False,,,,False
TGT0038109,ACC0018237,2026-03-04,NPA,SMS,v1,False,,,,False
TGT0035442,ACC0021153,2026-03-04,NPA,VOICE,legacy,False,,,,False
TGT0038110,ACC0027391,2026-03-04,DPD>=60,SMS,v2,False,,,,False
TGT0035444,ACC0005910,2026-03-04,DPD>=60,VOICE,v1,False,,,,False
TGT0035478,ACC0006097,2026-03-04,HIGH_RISK,WHATSAPP,v2,False,,,,False
TGT0003080,ACC0023757,2026-03-04,NPA,VOICE,v2,False,,,,False
TGT0020066,ACC0021598,2026-03-04,HIGH_RISK,WHATSAPP,legacy,False,,,,False
TGT0044443,ACC0017810,2026-03-04,PROMISE_BROKEN,WHATSAPP,v2,False,,,,False
TGT0007716,ACC0016277,2026-03-04,DPD>=30,WHATSAPP,v3,False,,,,False
TGT0023022,ACC0017393,2026-03-04,DPD>=30,SMS,legacy,False,,,,False
TGT0039551,ACC0021311,2026-03-04,DPD>=30,SMS,legacy,False,PAYMENT0015402,2026-03-09 00:54:32,48074.57,True
TGT0032579,ACC0003082,2026-03-04,DPD>=30,VOICE,legacy,False,,,,False
TGT0029730,ACC0010079,2026-03-04,DPD>=30,VOICE,v3,False,PAYMENT0019968,2026-03-04 15:35:49,110828.3,True
TGT0013098,ACC0026221,2026-03-04,DPD>=30,SMS,legacy,False,,,,False
TGT0021067,ACC0027055,2026-03-04,DPD>=60,SMS,v1,False,,,,False
TGT0005602,ACC0027618,2026-03-04,PROMISE_BROKEN,SMS,v3,False,,,,False
TGT0024187,ACC0027679,2026-03-04,PROMISE_BROKEN,WHATSAPP,legacy,False,,,,False
TGT0029720,ACC0014816,2026-03-04,DPD>=60,VOICE,legacy,False,,,,False
TGT0018216,ACC0008865,2026-03-04,DPD>=30,SMS,v3,False,,,,False
TGT0037543,ACC0007068,2026-03-04,DPD>=30,SMS,v3,False,,,,False
TGT0026775,ACC0004553,2026-03-04,HIGH_RISK,WHATSAPP,legacy,False,,,,False
TGT0007072,ACC0004783,2026-03-04,DPD>=60,WHATSAPP,legacy,False,,,,False
TGT0004032,ACC0005698,2026-03-04,DPD>=30,SMS,v3,False,,,,False
TGT0008364,ACC0008318,2026-03-04,DPD>=30,VOICE,v2,False,,,,False
TGT0009941,ACC0019168,2026-03-04,HIGH_RISK,SMS,v3,False,,,,False
TGT0010903,ACC0028933,2026-03-04,DPD>=60,FIELD,v1,False,,,,False
TGT0044217,ACC0026040,2026-03-04,HIGH_RISK,WHATSAPP,legacy,False,,,,False
TGT0001857,ACC0001290,2026-03-04,DPD>=30,SMS,v1,False,,,,False
TGT0018474,ACC0022102,2026-03-04,DPD>=30,SMS,legacy,False,,,,False
TGT0018495,ACC0001982,2026-03-04,DPD>=30,FIELD,v3,False,,,,False
TGT0023861,ACC0022927,2026-03-04,PROMISE_BROKEN,VOICE,v3,False,,,,False
TGT0035570,ACC0005791,2026-03-04,PROMISE_BROKEN,SMS,v3,False,,,,False
TGT0020396,ACC0020547,2026-03-04,DPD>=30,SMS,v2,False,,,,False
TGT0020411,ACC0002623,2026-03-04,DPD>=30,WHATSAPP,v3,False,,,,False
TGT0035099,ACC0021077,2026-03-04,DPD>=30,FIELD,legacy,False,,,,False
TGT0024853,ACC0001488,2026-03-04,PROMISE_BROKEN,WHATSAPP,v1,False,,,,False
TGT0044210,ACC0026487,2026-03-04,DPD>=60,FIELD,legacy,False,,,,False
TGT0022798,ACC0020381,2026-03-04,HIGH_RISK,WHATSAPP,v2,False,,,,False
TGT0032429,ACC0028606,2026-03-04,NPA,FIELD,v3,False,,,,False
TGT0000415,ACC0008627,2026-03-04,DPD>=60,SMS,v1,False,,,,False
TGT0023814,ACC0023375,2026-03-04,DPD>=60,WHATSAPP,v3,True,,,,False
TGT0015006,ACC0020931,2026-03-04,DPD>=30,SMS,v2,False,,,,False
TGT0004431,ACC0024705,2026-03-04,PROMISE_BROKEN,SMS,v1,False,,,,False
TGT0031210,ACC0016372,2026-03-04,DPD>=30,VOICE,v3,False,,,,False
TGT0003122,ACC0012932,2026-03-04,DPD>=30,FIELD,v2,False,,,,False
TGT0007741,ACC0025575,2026-03-04,NPA,FIELD,v1,False,,,,False
TGT0035323,ACC0008836,2026-03-04,DPD>=60,SMS,legacy,False,,,,False
TGT0026289,ACC0027755,2026-03-04,DPD>=30,FIELD,v1,False,,,,False
TGT0003087,ACC0027142,2026-03-04,PROMISE_BROKEN,FIELD,v3,False,,,,False
TGT0008675,ACC0009961,2026-03-04,DPD>=60,FIELD,v1,False,,,,False
TGT0009140,ACC0027634,2026-03-04,PROMISE_BROKEN,WHATSAPP,legacy,False,,,,False
TGT0030058,ACC0013934,2026-03-04,NPA,FIELD,v3,False,,,,False
TGT0007685,ACC0017637,2026-03-04,HIGH_RISK,SMS,legacy,False,,,,False
TGT0013984,ACC0008180,2026-03-04,DPD>=60,SMS,v3,False,,,,False
TGT0026915,ACC0010239,2026-03-04,DPD>=30,SMS,legacy,False,,,,False
TGT0035903,ACC0009495,2026-03-04,PROMISE_BROKEN,VOICE,v2,False,,,,False
TGT0018094,ACC0012850,2026-03-04,PROMISE_BROKEN,VOICE,v2,False,,,,False
TGT0000601,ACC0027061,2026-03-04,DPD>=30,WHATSAPP,v3,False,,,,False
TGT0015218,ACC0024585,2026-03-04,NPA,VOICE,legacy,False,,,,False
TGT0037685,ACC0020848,2026-03-04,HIGH_RISK,FIELD,legacy,False,,,,False
TGT0027050,ACC0010750,2026-03-04,NPA,VOICE,v3,False,,,,False
TGT0006659,ACC0023100,2026-03-04,DPD>=30,WHATSAPP,v3,False,,,,False
TGT0012454,ACC0011566,2026-03-04,PROMISE_BROKEN,VOICE,legacy,False,,,,False
TGT0007025,ACC0013358,2026-03-04,HIGH_RISK,FIELD,v2,True,,,,False
TGT0035871,ACC0023360,2026-03-04,HIGH_RISK,SMS,legacy,False,,,,False
TGT0020952,ACC0007698,2026-03-04,HIGH_RISK,FIELD,legacy,False,,,,False
TGT0032708,ACC0010737,2026-03-04,PROMISE_BROKEN,FIELD,v2,True,,,,False
TGT0030349,ACC0010894,2026-03-04,PROMISE_BROKEN,WHATSAPP,v3,False,,,,False
TGT0022184,ACC0029912,2026-03-04,NPA,WHATSAPP,legacy,False,,,,False
TGT0025923,ACC0012505,2026-03-04,NPA,FIELD,v3,False,,,,False
TGT0043790,ACC0012318,2026-03-04,PROMISE_BROKEN,SMS,v3,False,,,,False
TGT0011746,ACC0016862,2026-03-04,HIGH_RISK,SMS,v1,False,,,,False
TGT0007341,ACC0009111,2026-03-04,PROMISE_BROKEN,SMS,v1,False,,,,False
TGT0038694,ACC0019031,2026-03-04,HIGH_RISK,SMS,v3,False,,,,False
TGT0038689,ACC0000840,2026-03-04,DPD>=60,WHATSAPP,v3,False,,,,False
TGT0031924,ACC0028381,2026-03-04,HIGH_RISK,WHATSAPP,legacy,False,,,,False
TGT0005389,ACC0013037,2026-03-04,DPD>=60,SMS,legacy,False,,,,False
TGT0025963,ACC0028781,2026-03-04,PROMISE_BROKEN,FIELD,v2,False,,,,False
TGT0004338,ACC0017902,2026-03-04,PROMISE_BROKEN,WHATSAPP,v3,False,,,,False
TGT0030576,ACC0006862,2026-03-04,PROMISE_BROKEN,WHATSAPP,legacy,False,,,,False
TGT0006644,ACC0029487,2026-03-04,HIGH_RISK,FIELD,v3,False,,,,False
TGT0025593,ACC0019929,2026-03-04,HIGH_RISK,VOICE,v3,True,,,,False
TGT0007531,ACC0013124,2026-03-04,DPD>=30,WHATSAPP,v3,False,,,,False
TGT0005666,ACC0015040,2026-03-04,DPD>=60,VOICE,legacy,False,,,,False
TGT0044720,ACC0025046,2026-03-04,DPD>=60,VOICE,legacy,False,,,,False
TGT0027473,ACC0017899,2026-03-04,DPD>=60,FIELD,v3,False,,,,False
TGT0024063,ACC0020078,2026-03-04,DPD>=60,SMS,v2,False,,,,False
TGT0023186,ACC0022337,2026-03-04,HIGH_RISK,FIELD,legacy,False,,,,False
TGT0021123,ACC0020609,2026-03-04,DPD>=60,FIELD,v2,False,,,,False
TGT0042821,ACC0016195,2026-03-04,NPA,VOICE,legacy,False,,,,False
TGT0016123,ACC0004687,2026-03-04,DPD>=30,FIELD,v1,False,,,,False
TGT0024262,ACC0024577,2026-03-04,DPD>=60,VOICE,legacy,False,,,,False
TGT0005927,ACC0013311,2026-03-04,PROMISE_BROKEN,FIELD,v2,False,,,,False
TGT0009200,ACC0015090,2026-03-04,HIGH_RISK,FIELD,v2,False,,,,False
TGT0024086,ACC0020479,2026-03-04,HIGH_RISK,VOICE,v2,False,,,,False
TGT0009213,ACC0022946,2026-03-04,PROMISE_BROKEN,FIELD,legacy,False,,,,False
TGT0016419,ACC0026495,2026-03-04,DPD>=30,SMS,v3,False,,,,False
TGT0011369,ACC0004837,2026-03-04,DPD>=60,FIELD,v3,False,,,,False
TGT0010292,ACC0022508,2026-03-04,DPD>=60,VOICE,legacy,False,,,,False
TGT0035832,ACC0005247,2026-03-04,DPD>=60,WHATSAPP,v2,False,,,,False
TGT0005213,ACC0012830,2026-03-04,DPD>=30,SMS,v3,False,,,,False
TGT0035799,ACC0017438,2026-03-04,HIGH_RISK,VOICE,v3,False,,,,False
TGT0042542,ACC0013708,2026-03-04,DPD>=30,VOICE,legacy,False,,,,False
TGT0032728,ACC0004976,2026-03-04,DPD>=30,FIELD,v1,False,,,,False
TGT0014230,ACC0029525,2026-03-04,DPD>=60,SMS,v1,False,,,,False
TGT0027710,ACC0022700,2026-03-04,NPA,FIELD,v3,False,,,,False
TGT0000180,ACC0008368,2026-03-04,PROMISE_BROKEN,VOICE,v1,False,,,,False
TGT0008928,ACC0001561,2026-03-04,DPD>=30,SMS,v2,False,,,,False
TGT0006280,ACC0008130,2026-03-05,PROMISE_BROKEN,VOICE,v3,False,,,,False
TGT0044329,ACC0014273,2026-03-05,NPA,WHATSAPP,v1,True,,,,False
TGT0026288,ACC0027475,2026-03-05,PROMISE_BROKEN,SMS,v2,False,,,,False
TGT0025485,ACC0029673,2026-03-05,PROMISE_BROKEN,FIELD,v1,False,,,,False
TGT0023703,ACC0022253,2026-03-05,DPD>=60,VOICE,legacy,False,,,,False
TGT0007496,ACC0014035,2026-03-05,DPD>=30,FIELD,v3,False,,,,False
TGT0011434,ACC0011281,2026-03-05,DPD>=60,FIELD,legacy,False,,,,False
TGT0042401,ACC0020348,2026-03-05,HIGH_RISK,WHATSAPP,v2,False,,,,False
TGT0012514,ACC0029850,2026-03-05,DPD>=30,SMS,legacy,False,,,,False
TGT0024416,ACC0013485,2026-03-05,HIGH_RISK,FIELD,v2,False,,,,False
TGT0028798,ACC0029712,2026-03-05,DPD>=30,SMS,v3,True,,,,False
TGT0026173,ACC0028265,2026-03-05,NPA,SMS,v2,False,,,,False
TGT0022916,ACC0009562,2026-03-05,DPD>=60,FIELD,legacy,False,,,,False
TGT0000442,ACC0004264,2026-03-05,PROMISE_BROKEN,SMS,v2,False,,,,False
TGT0024128,ACC0006578,2026-03-05,HIGH_RISK,FIELD,v3,False,,,,False
TGT0012323,ACC0016255,2026-03-05,DPD>=60,FIELD,v2,False,,,,False
TGT0044648,ACC0009716,2026-03-05,DPD>=60,WHATSAPP,legacy,False,,,,False
TGT0021960,ACC0019324,2026-03-05,PROMISE_BROKEN,WHATSAPP,v3,False,,,,False
TGT0023324,ACC0003895,2026-03-05,DPD>=60,FIELD,v3,False,,,,False
TGT0044567,ACC0006117,2026-03-05,PROMISE_BROKEN,FIELD,v1,False,,,,False
TGT0011351,ACC0006345,2026-03-05,PROMISE_BROKEN,SMS,v2,False,,,,False
TGT0000740,ACC0018214,2026-03-05,HIGH_RISK,WHATSAPP,v1,False,,,,False
TGT0023279,ACC0027275,2026-03-05,PROMISE_BROKEN,VOICE,v2,False,,,,False
TGT0006564,ACC0028548,2026-03-05,DPD>=60,WHATSAPP,v3,False,,,,False
TGT0010281,ACC0015575,2026-03-05,NPA,WHATSAPP,v3,False,,,,False
TGT0027159,ACC0021577,2026-03-05,DPD>=60,SMS,v3,False,,,,False
TGT0035780,ACC0021240,2026-03-05,DPD>=30,WHATSAPP,v3,False,,,,False
TGT0018912,ACC0002988,2026-03-05,PROMISE_BROKEN,WHATSAPP,legacy,False,,,,False
TGT0031233,ACC0025937,2026-03-05,DPD>=30,SMS,v3,False,,,,False
TGT0001318,ACC0026153,2026-03-05,PROMISE_BROKEN,WHATSAPP,v3,False,,,,False
TGT0043293,ACC0013567,2026-03-05,DPD>=60,FIELD,v3,False,,,,False
TGT0006226,ACC0017451,2026-03-05,HIGH_RISK,FIELD,v3,False,,,,False
TGT0022887,ACC0012394,2026-03-05,NPA,VOICE,v1,False,,,,False
TGT0020548,ACC0004643,2026-03-05,NPA,WHATSAPP,v3,False,,,,False
TGT0028396,ACC0012669,2026-03-05,DPD>=60,SMS,legacy,False,,,,False
TGT0044393,ACC0021457,2026-03-05,DPD>=30,FIELD,v3,False,,,,False
TGT0043296,ACC0013830,2026-03-05,DPD>=30,VOICE,v2,False,,,,False
TGT0025600,ACC0001981,2026-03-05,DPD>=60,FIELD,v3,False,,,,False
TGT0021807,ACC0025178,2026-03-05,PROMISE_BROKEN,SMS,v1,False,,,,False
TGT0022838,ACC0019335,2026-03-05,DPD>=30,VOICE,v3,False,,,,False
TGT0027594,ACC0001093,2026-03-05,DPD>=30,SMS,legacy,False,,,,False
TGT0007855,ACC0017147,2026-03-05,NPA,VOICE,legacy,False,,,,False
TGT0027605,ACC0016916,2026-03-05,DPD>=60,WHATSAPP,legacy,False,,,,False
TGT0024556,ACC0018993,2026-03-05,NPA,FIELD,v1,False,,,,False
TGT0021428,ACC0004634,2026-03-05,DPD>=60,FIELD,v1,False,,,,False
TGT0000202,ACC0026754,2026-03-05,DPD>=30,SMS,v3,False,,,,False
TGT0007960,ACC0023117,2026-03-05,DPD>=30,SMS,v3,False,,,,False
TGT0000297,ACC0000274,2026-03-05,DPD>=30,SMS,legacy,False,,,,False
TGT0006688,ACC0023272,2026-03-05,PROMISE_BROKEN,VOICE,legacy,False,,,,False
TGT0021635,ACC0005725,2026-03-05,NPA,WHATSAPP,v3,False,,,,False
TGT0026518,ACC0011023,2026-03-05,DPD>=30,SMS,v1,False,,,,False
TGT0025244,ACC0006397,2026-03-05,NPA,SMS,v3,False,,,,False
TGT0010673,ACC0029393,2026-03-05,PROMISE_BROKEN,VOICE,legacy,False,,,,False
TGT0044151,ACC0026539,2026-03-05,DPD>=60,FIELD,v2,False,,,,False
TGT0025228,ACC0027250,2026-03-05,DPD>=30,FIELD,v3,False,,,,False
TGT0029174,ACC0000986,2026-03-05,PROMISE_BROKEN,WHATSAPP,v1,False,,,,False
TGT0020756,ACC0023035,2026-03-05,DPD>=60,VOICE,legacy,False,,,,False
TGT0011485,ACC0011761,2026-03-05,HIGH_RISK,FIELD,legacy,False,,,,False
TGT0024841,ACC0003809,2026-03-05,HIGH_RISK,WHATSAPP,v3,False,,,,False
TGT0022449,ACC0020947,2026-03-05,DPD>=30,VOICE,v3,False,,,,False
TGT0025421,ACC0024110,2026-03-05,DPD>=30,SMS,v3,True,,,,False
TGT0027935,ACC0006308,2026-03-05,NPA,SMS,v3,False,,,,False
TGT0011564,ACC0013234,2026-03-05,DPD>=30,SMS,legacy,False,,,,False
TGT0042192,ACC0029462,2026-03-05,NPA,SMS,v2,False,,,,False
TGT0020876,ACC0008579,2026-03-05,DPD>=60,VOICE,v1,False,,,,False
TGT0026831,ACC0000380,2026-03-05,PROMISE_BROKEN,WHATSAPP,legacy,False,,,,False
TGT0020067,ACC0025901,2026-03-05,DPD>=60,WHATSAPP,v3,False,,,,False
TGT0020726,ACC0016161,2026-03-05,DPD>=60,WHATSAPP,v3,False,,,,False
TGT0012574,ACC0011490,2026-03-05,DPD>=30,VOICE,v3,False,,,,False
TGT0018057,ACC0028023,2026-03-05,DPD>=30,FIELD,v2,False,,,,False
TGT0000590,ACC0010677,2026-03-05,HIGH_RISK,SMS,v3,False,,,,False
TGT0005174,ACC0009767,2026-03-05,NPA,VOICE,v1,False,,,,False
TGT0012595,ACC0013341,2026-03-05,NPA,VOICE,v1,False,,,,False
TGT0027988,ACC0024686,2026-03-05,PROMISE_BROKEN,WHATSAPP,v2,False,,,,False
TGT0020295,ACC0026028,2026-03-05,DPD>=60,SMS,v1,False,,,,False
TGT0023677,ACC0004407,2026-03-05,NPA,FIELD,v3,False,,,,False
TGT0042673,ACC0020441,2026-03-05,DPD>=30,FIELD,v2,False,,,,False
TGT0007117,ACC0026897,2026-03-05,NPA,FIELD,legacy,False,,,,False
TGT0043568,ACC0025422,2026-03-05,PROMISE_BROKEN,FIELD,v3,False,,,,False
TGT0024057,ACC0017471,2026-03-05,DPD>=60,FIELD,legacy,False,,,,False
TGT0028869,ACC0028966,2026-03-05,DPD>=60,WHATSAPP,v2,False,,,,False
TGT0011300,ACC0021867,2026-03-05,DPD>=60,SMS,legacy,False,,,,False
TGT0007048,ACC0010208,2026-03-05,PROMISE_BROKEN,WHATSAPP,v1,False,,,,False
TGT0042640,ACC0008346,2026-03-05,DPD>=60,VOICE,legacy,False,,,,False
TGT0010773,ACC0009495,2026-03-05,HIGH_RISK,VOICE,v2,False,,,,False
TGT0041670,ACC0001450,2026-03-05,DPD>=60,SMS,v3,False,,,,False
TGT0025812,ACC0011742,2026-03-05,NPA,SMS,v2,False,,,,False
TGT0042769,ACC0025826,2026-03-05,DPD>=30,WHATSAPP,legacy,False,,,,False
TGT0011973,ACC0003233,2026-03-05,DPD>=60,FIELD,v1,False,,,,False
TGT0011833,ACC0022868,2026-03-05,DPD>=30,WHATSAPP,legacy,False,,,,False
TGT0028622,ACC0014772,2026-03-05,DPD>=60,FIELD,v1,True,,,,False
TGT0043909,ACC0004035,2026-03-05,HIGH_RISK,SMS,v2,False,,,,False
TGT0006141,ACC0008196,2026-03-05,DPD>=60,WHATSAPP,v2,False,,,,False
TGT0027827,ACC0021091,2026-03-05,HIGH_RISK,SMS,legacy,False,,,,False
TGT0023444,ACC0012678,2026-03-05,PROMISE_BROKEN,WHATSAPP,v3,False,,,,False
TGT0024782,ACC0013962,2026-03-05,DPD>=60,FIELD,v3,False,,,,False
TGT0018039,ACC0002917,2026-03-05,DPD>=60,FIELD,legacy,False,,,,False
TGT0019650,ACC0010950,2026-03-05,NPA,FIELD,v1,False,,,,False
TGT0040002,ACC0021524,2026-03-05,DPD>=60,SMS,legacy,False,,,,False
TGT0003750,ACC0025262,2026-03-05,PROMISE_BROKEN,SMS,v2,False,,,,False
TGT0017706,ACC0021673,2026-03-05,DPD>=60,FIELD,v3,False,,,,False
TGT0034285,ACC0014014,2026-03-05,PROMISE_BROKEN,VOICE,legacy,False,,,,False
TGT0002145,ACC0012715,2026-03-05,DPD>=30,WHATSAPP,legacy,False,,,,False
TGT0017065,ACC0008997,2026-03-05,DPD>=30,SMS,v3,False,,,,False
TGT0008979,ACC0002918,2026-03-05,NPA,FIELD,v3,False,,,,False
TGT0004494,ACC0029133,2026-03-05,DPD>=30,SMS,v1,False,,,,False
TGT0030958,ACC0015506,2026-03-05,NPA,FIELD,legacy,False,,,,False
TGT0016984,ACC0006193,2026-03-05,HIGH_RISK,WHATSAPP,v3,False,,,,False
TGT0039749,ACC0022955,2026-03-05,PROMISE_BROKEN,FIELD,v2,False,,,,False
TGT0040482,ACC0019023,2026-03-05,HIGH_RISK,VOICE,v1,False,,,,False
TGT0016929,ACC0007384,2026-03-05,NPA,FIELD,v3,False,,,,False
